BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
LOC100651008	1373	1197	1330	1030	801	937.9996	975	1084	757	801.0004329	836	888
LOC100651009	259.4	391.551	271.933	326.709	256.058	337.392	302.518	289.076	292.053	263.644	358.031	352.326
LOC100651010	681.6173	512.9532	447.4639	475.4736	390.0458	375.1807	511.12221	438.1313	427.3849	528.9798	253.7619	330.1651
LOC100651011	1454.998	1428.002	1573.001	1249	1157	1250	1344	1141	983	1022	972	1069
LOC100651012	885.9373	983.9089	1038.8459	1007.1491	786.7434	888.2863	1167.6204	879.5443	826.0885	770.4187	670.0896	689.14433
LOC100651013	1523	1922	1506	1796	1577	1800	2407	1498	1533	1240	1355	1365
LOC100651015	417.1138	410.58847	339.4464	303.8833	388.0988	433.48316	381.6644	390.286	260.4059	287.2376	328.78047	268.6616
LOC100651016	3726.99443618	2784.0007	2501	1977.9977	2456.00300004674	2399.0041	3003.9926	2604.0045	2211.00099	2248.0007	2009	1765.0433
LOC100651017	1337	1445	1496	1370	1524	1461	2228	1707	1561	1676	1146	1302
LOC100651018	2312	4540	2307	3393	2932	3656	3573	2947	3333	2101	2909	3215
LOC100651019	1043.042	956.886	981.834	821.695	896.04	766.579	977.374	801.242	830.119	893.684	693.437	750.905
LOC100651020	1107	899.0005	982.0004	676.9999	654.0004	795	620.9998	652.0002	684	960.9998	483.9998	539.0001
LOC100651021	1202	1504.82	1186.95	1132.91	1046	1172.93	1641.98	1017	1027.96	1197	942	1041
LOC100651022	294.343	412.896	269.157	253.713	256.018	256.914	401.471	278.216	269.299	241.518	181.484	291.232
LOC100651023	16541.86	24872.782	15672.217	19423.411	17343.163	20655.523	18063.98	16188.452	18446.257	14056.786	15637.262	15144.546
LOC100651024	16191.8429	19714.539	15847.9467	13818.3698	13028.267	16244.4197	17918.9914	14929.293	12221.2291	11866.829	12853.3835	12528.2305
LOC100651025	973.000100203027	1154.77988	1423.84259397	1094.00113956	1047.99982103756	863.000597631	2070.8829516	877.807620129	973.9998948	1151.00000035145	736.9998948	784.0002
LOC100651026	2883.97075066738	2178.68023502343	2645.1636356181	1737.28942873	2107.99600063092	1890.369099199	2371.52731843265	2338.99480494097	1966.16330195035	1974.27812274564	1400.472913029	1733.00075694
LOC100651027	2280.983	2812.478	2601.078	2468.979	2066.76	2405.7	3092.59	2229.064	2330.026	2124.888	1865.975	2166.851
LOC100651028	144	166	118	132	143	115	139	112	80	115	111	103
LOC100651029	110	115	96	75	71	138	133	59	76	133	137	63
LOC100651030	705.9994	904.9993	778.9995	832.9997	696.99897	785.0013	1060.9995	826	881.9993	762.0008	582.9991	695.0001
LOC100651032	1137	1520	1120	1202	1038	1119	1365	1074	1169	943	881	995
LOC100651033	304	376	297	276	278	243	490	319	223	252	203	230
LOC100651034	3984.995	8687.004	4720.004	2965.0008	4292.9922	4308	3609.004	5556.0062	4899.9925	2117.999	2223.002	4126
LOC100651035	4747.97	9909.59	5241.04	6860.57	6411.9	4834.07	8383.94	4945.68	5093.51	4003.67	5244.49	5157.36
LOC100651036	1	9.0000000573741	6	4	3	6.000000065095	3	3	1	0	14.000050236365	1.999996
LOC100651038	3722.999	4057.997	2926.998	2472.9984	3641.005	4143.998	2380.004	3436.999	2788.003	1510.9998	2986.002	3183.001
LOC100651039	841	839	679	707	557	611	701	588	665	580	498	508
LOC100651040	29	40	21	39	50	58	32	47	17	18	19	37
LOC100651041	518	646	638	576	498	617	652	578.558	607	542	460	477
LOC100651042	2723.997	3704.984	3032.899	2965.981	2396.0018	2637.999	3287.9981	2563.991	2381.975	2217.0034	2252.0048	2578.989
LOC100651043	0	0	0	0	0	0	0	0	0	1	0	0
LOC100651044	2582.00177152618	2141.00111319308	1813.0000134774	1800.99968145989	2153.00235208967	2173.0001	3460.99589686487	2167.9953307	1907.99708510086	1755.99974729903	1539.00013303366	1544.0000187581
LOC100651046	1518.269	1539.95	605.675	1463.041	1051.082	1003.178	194.4408	767.196	454.262	436.596	1238.655	726.606
LOC100651047	723	818	665	683	712	696	990	736	682.997	667	603	642
LOC100651048	98.5453	80.43844	41.0427	68	52.1326	37.09393	58.1119	50.0554809	28.0633	44.0981	33.145	37
LOC100651049	639.0004	616.9995	646.0003	594.9996	499	599.00011	766.0005	586.9998	558.0003	511.0003	422	536
LOC100651050	1781	1522	1882	760	1376	907	1403	1378	1278	540	418	954
LOC100651051	2881.46	3518.56	2350.81	2763.42	2707.21	2771.77	3211.94	2815.88	2593.58	1997.16	2237.18	2099.88
LOC100651052	5135.193	9282.068	6627.88	5267.21	4505.44	5844.56	6148.235	5258.267	4318.179	2713.437	4005.23	6052.75
LOC100651053	56	700	327	595	346.9999	359.9996	49.99999	413.0004	326	275.9999	333	495
LOC100651054	50.0129	59.6852	69.5241	35.913	30.7397	35.4242	52.2901	27.37459	48.0062	75.082	27	41.3001
LOC100651055	1063	859	1053	877	546	555	814	734	670	962	453	628
LOC100651056	165.7317	152.49421	174.9775	270.18227	121.77926	161.8698	229.3813	263.23029	438.5597	324.8597	220.30223	119.49845
LOC100651057	1324	1723.004	1353	1222	1039	1150	1120	1082	1086	1133	990	969
LOC100651058	1582.753	1800.542	1413.39	1916.562	1511.537	1776.295	2407.107	1493.641	1414.322	1190.786	1202.529	1347.222
LOC100651059	344	567	334.0003	370.9999	278.9995	404.0005	413.99959459	314.0002	285	282	322.9998	240
LOC100651060	1742	1084	1259.37	1158	1421	1336	2113	1066	1207	1431	901	908
LOC100651062	7348	5889	5336	4048	4308	3945	5534	4185	4172	4549	2779	3275
LOC100651063	1924	1874.0049	1656.004	1442	1407	1348.9991	1616	1453.9973	1449.9958	1393	1274	1287.0005
LOC100651064	225.71	230.558	233.709	194.292	190.326	175.266	225	191.645	173.883	206.343	160	207.671
LOC100651065	879	1288	1040	1012	899	1090	1083	912	972	829	786	898
LOC100651067	2211.003	2918.997	2156.005	1886	1708.997	2382.999	1702.003	2672.002	1601.003	1247.001	1809.003	1926.003
LOC100651068	10880	13117	10761	11983	8771	9582	12215	9254	10912	10307	8640	7964
LOC100651069	3247.0049	2915.9979425	2629.0025414	2071.99510057079	2168.9958	2289.99900148816	3087.003	2295.9978	2154	2648.00394	1861.9956	2076.002
LOC100651070	645.0004	844.9991	655.0004	619.9999	546.9998	657.0007	761.0003	640.0001	574.0006	494.9999	528.0001	601
LOC100651071	67	49	45	35	44	49	25	43	40	37	38	25
LOC100651072	324	420.9997	327.0004	301.9998	283	251.0003	293.0001	345.9999	274.0004	312.0004	211.0004	277.9996
LOC100651073	244.0004	207.0003	307	199.0003	168	267	276.9997	168	144	188	202	154
LOC100651074	3566	5462	3647	4377	3191	4185	4144	3827	3223	2731	3241	4093
LOC100651075	3298.9966	3721	3261	3183.003	2908	3463.9979	3810.9986	3112.0019	2827	2370.004	2693.0039	2707.004
LOC100651076	1167.0001	1785.9953	1348.0001	1345.9997	985.99980702616	1224.0001	1282.99980001932	994.0002	1259.9994	1044.0006	1021.00070121402	1033.0004
LOC100651077	3484.9992	3132.9975	3514.996	2685.0023	2599.0022	2686.0041	3593.9977	2801.00142	2508.9999	2907.0033	1928.9965	2096.9992
LOC100651079	609.0002	789.9996	876.9994	651.999	522.9993	663.0008	848.00002	598	511	566.9999	473.99979	624.9999
LOC100651080	4576.54	3704.1936	4000.9133	3438.9392	3281.8326	3312.9388	4007.1979	3911.237	3209.9615	3201.9475	2416.3666	2805.009
LOC100651081	736	973	560	804	973	1160	1163	737	817	793	1379	760
LOC100651082	690	543.155	491.034	285.78801484	342.0003	255.0004	359.752	369	342.9999	291.3526	245.022445	295.405
LOC100651083	838.00036	1229.0043	647.0004	725.9996	627.9997	909.9996	571.000000509724	562.99999	839.99959	704.9997	658	872.00043
LOC100651084	1105.29446	710.5564	822.5341	581.1432	735.74237	763.2305	857.7044	977.4723	662.10686	849.44954	471.1252	588.354
LOC100651085	8402.0026	7520.003	8029	6198.9972	6374.9937	6262	8136.9965	7061.999	6298.0044	5663.004	4235.0004	5593.0046
LOC100651086	2583	2688	2280	1252	1469	2255	1310	1528	1189	1092	1133	2264
LOC100651087	554.0005	638.9998	795.0002	692.0002	530.0004	668	941.9996	571.0001158609	457.9997	459.000092799	559.0003	535.0001
LOC100651088	386.8972	422.3347	305.73528	302.5422	297.5428	353.8262	308.6205	264.6728	295.05119	393.4236	306.03223	287.1911
LOC100651089	3760.0573	3051.0843	3863.0931	3409.0423	3030.0714	2859.0903	4270.0506	3254.071	3101.0165	3397.0475	1929.0218	2358.0282
LOC100651090	842.0001	763.9997	764.0001	835	704.0006	568.0002	716.9995	870.9992	720.9995	686.9993	488.0005	527
LOC100651092	2571.56	2523.06	2438.248	2106.86	2067.75	2310.866	3044.822	2293.429	1999.04152056	2044.665	1963.597	1807.035
LOC100651093	489	437	400	378	406	301	563	459	437	416	216	306
LOC100651094	73082.051	178526.105	95535.967	474006.248	212629.655	96937.033	171691.88	272482.028	592858.836	311127.594	262808.37	87351.987
LOC100651095	5076.85	5892.61	4526.24	4216.99	4297.57	5512.07	4508.76	3313.46	2807.73	3319.03	4662.29	4256.38
LOC100651096	3400.2299	2461.204385	2034.3842205	2199.374680774	2385.7225066	1875.39158	2624.0441599	2815.2154462318	2756.2937399877	2613.3926	1521.2168550706	1670.9759828
LOC100651097	1499.99994	1812.0005	1353.99978	1194.99957	1487.00075	1587.00097	1555.99998	1455.99947	1224.00047	1484.99976	1306.99987	1414.9992
LOC100651098	5801.0046	4386.00016	5010.0092	4142.9983	4456.99601	4095.00199	4217.9981	5430.0023	4377.00252	2936.99755	2446.0003	3433.99465
LOC100651099	570.99971	577.3896	656.99983	456.3253	283.5933	383.3688	421.6811846	360.12656	369.3238	490.9998	397.0005	441.000205
LOC100651100	442.9999	511	412.0003	348.0001	338.9995	374.9996	493.9999	389.9996	340.9999	390.0004	292.0005	306.0004
LOC100651101	201.282	193	235	208	171	203	287	201	183	177	161	130
LOC100651102	3992.866	7346.6861	8812.8099	7346.5573	4897.6863	6987.7253	6185.7337	5346.7831	5239.7297	4442.8488	4611.75588	5127.7675
LOC100651104	158.9996	159	135.0002	175.9997	142.9996	134.0001	163.9998	206.9998	148.0003	172	108	119
LOC100651105	6	26	9	15	10	13	7	14	20	15	9	13
LOC100651106	139.92113	181.0002	155.84467	133.00002	105.00003	154.99969	145.99994	99.99993	127.99994	158	108.00003	148.99967
LOC100651108	970.0006	944	881.0001	816.9993	732.0002	764.0003	1032.9996	808.00065	742.9993	773.9996	625.00027	668
LOC100651109	71	42	69	25	50	45	34	40	48	67	13	18
LOC100651110	6134.227	6734.861	5059.003	4868.106	4875.35	5543.035	6313.548	4903.988	4406.7861	4335.236	4432.0789	4502.861
LOC100651111	62.000005	73.00007	87	69.000000434488	41.99997310172	54.0000133	104.00003	43.000004189	69	135.00022	71.00004	57.000001
LOC100651112	648.9999	658.983	519.9837	570.99934	512	674.9995	721.9998	582	515.99968	616.9895	574.0001	462.0006
LOC100651113	8082.001	11734.983	8343.003	10368	8307.999	8709.001	10931	8511.999	8490.998	7696.998	7792	7506.998
LOC100651114	262	456.0002	255.000245913	204.0002	379.9998	340.001	252.0001	276.0005	257.9999	134	262.9995	284.9999
LOC100651116	1128	1179	1314	983	1175	1131	1394	1326	943	781	787	927
LOC100651117	198.6348	230.6716	201.4961	204.4965	132.8669	168.8716	211.8394	159.8873	157.9464	152.8931	173.8389	168.6167
LOC100651118	7426.0019	8098	8072	4917.9992	5705	5978.9968	6345.0064	5841	5906.0015	4516.0049	3899.998	4939
LOC100651119	911.0005	837	776	633	645.9996	681.000003502648	873.0002	709.0001	571	719.000263606	549	554.9998
LOC100651120	625	1599.001	542	545.0003	746.0006	575.0005	432.99958	608.0002	725.9992	311.0005	225.0003	400.0003
LOC100651121	328	377	347	348	415	411	356	312	400	311	326	272
LOC100651122	113	169	133	80	102	100	147	108	89	111	90	84
LOC100651123	1173	1779.004	1290.005	1395.996	1215	1448	1591.997	1111	1213	1017	1166	1201
LOC100651124	117	163	154	136	93	107	136	157	86	147	44	166
LOC100651125	374.722	389.527	270.271	290.312	205	298.862	238.635	260.382	345.876	305.801	210.887	235.864
LOC100651126	834.575	1006.38	834.886	695.462	663.011	804.154	947.049	600.571	634.145	641.008	666.35	669.184
LOC100651127	1681.7355	1463.3479	1343.3121	1149.3989	1133.9674	1122.5109	1661.134	1103.1687	1156.07008	1258.1158	949.120149	940.7447
LOC100651128	798	709	942.999	663.999	579.001	488	583.001	684	659	765	257.9998	407.0001
LOC100651130	2624	2996	2817	2499	1982	2638	2382	2378	2057	1942	2123	2304
LOC100651131	1908	2417	2093	2038	1750	2007	2268	1871	1946	1590	1505	1712
LOC100651132	401	579	491	455	369	518	492	463	408	375	356	445
LOC100651133	1102.0005	995	1219	985.9995	846.0004	889	943	935	915.9997	968.9996	747.9996	881.9999
LOC100651134	1616.0003	1755.999	875.0003	1305.999	758.001	796.001	883	846.001	1098.999	1540	1049.0005	697.9993
LOC100651136	290	337	346	278.9999	296	231.99964	284.99987	286.9998	315	303.0002	173.99994	256.0001
LOC100651139	2604.075	3229.828	2631.564	2937.578	2472.828	2634.491	3656.231	2732.852	2378.12	2248.407	2485.947	2233.309
LOC100651140	5	2	2	1	1	0	4	1	2	3	0	1
LOC100651141	545	646	446	371	470	483	709	390	418	632	553	432
LOC100651142	13361.025	16160.004	11781.001	12815.005	14877.01	13668.017	19281.05	13774.002	10251.006	7879.996	8289.004	10821.004
LOC100651143	5446	6996	4687	5075	5230	6383	7318	5804	5215	3951	4411	5019
LOC100651144	741	886	752	755	705	723	928	682	741	676	531	612
LOC100651145	2785.9958	3275.99908	2934.004899875	2468.0005	2245.99705	2359.00183	2596.9986	2412.00381	2174.99716	2305.9975	1849.00013	2380.99730351308
LOC100651146	434.99921	593.9993	412.9996	525.99959	431.0003	453.00012	572.0001	441.000250719388	377.00025	357.00017	417.99952	369.00032
LOC100651147	1035.00085014782	538.000311663229	644.999965122	473.999509871	757.000410710106	623.0010444195	1058.00025	880.999700229856	486.99994	513.000100070519	481.9997487	436.00010900754
LOC100651149	0	0	2.54689	0	0	0	1	0	0	0	0	0
LOC100651150	2064.996	1470.9999	1799.0002	1328.9997	1199.9991	1026	1598.9989	1430.0002	1199.0002	1391.9993	818.0003	1055.9993
LOC100651151	378.000434	341.9999	261.99993773	206.99994835	188.99995858261	284.000305388	228.0000239933	213.00015418627	194.0005	238.999600673042	154.99969049	204.9999
LOC100651152	2740	4148	3544	3628	2873	3397	4722	3044	2863	1851	2561	3146
LOC100651153	3698	4401	2912	3321	3470	3939	3590	3186	3746	2572	2966	3151
LOC100651155	1	2	2	7	3	4	0	1	3	0	13	0
LOC100651156	21	34.00006	28.99998	22	17.00001	33	23.00002	17.00002	18	30.00003	26	21.00002
LOC100651157	1995.996	1996.001	1980.001	1888.999	1748.999	1839	2328.002	1835	1630.001	1389	1427	1463
LOC100651158	806	618.9998	648.0006	561.9994	544	536.9999	722.0001	492.9994	460.0005	635.0002	472.0003	436
LOC100651159	378.766	517.682	378.653	369.791	301.745	308.738	401.825	338.865	311.69	280.682	312.772	291.579
LOC100651161	388	591	555	460	410	474	570	398	460	442	360	473
LOC100651162	441	553	372.9999	570.9999	376	461	532	407	348.0004	407.9997	449.0004	385
LOC100651163	142	290	225	210	142	185	245	164	144	166	182	192
LOC100651164	590	904	577	702	682	966	1214	683	648	566	775	670
LOC100651165	3	1	3	0	3	1	0	0	1	1	3	3
LOC100651167	3248.99997	2529.0008371	2223.99993402525	1831.00053	1521.998893556	1525.00001820703	2090.99929753853	1625.0000428114	1634.000376733	2130.9998289729	1348.99961645649	1414.99840012804
LOC100651168	38454.0393	78074.9974	55808.0381	88130.96896	61281.02772	45218.968	47971.9608	87719.0249	188461.8098	67690.0073	57130.01944	45447.97832
LOC100651169	398.000000044867	377	151.9997	289.000000142131	229	232.9998	81	225.0003	131.0004	187.000413	239.9998	185.0001
LOC100651170	10890	11426	9880	9273	7833	9235	10517	9848	6939	5663	5776	7439
LOC100651171	39364.8	47765.9	32164.8	30465.9	39323.8	52636.9	34080.9	45869.8	38288.9	21101	34058.9	38348
LOC100651172	288.287	446.576	428.285	293.553	247.674	288.162	590.048	247.926	454.389	314.873	226.786	326.65
LOC100651173	1126.81	1268.93	1214.12	1018.79	945.562	1123.43	1231.76	1035.73	880.825	808.565	761.773	995.248
LOC100651175	668	1225.948	706.93	819.0002	605	807	785	665	687.916	653.842	622.9537	741.944
LOC100651176	1565.9915	1259.3148	1456.3392	873.087	768.0542	822.5763	1342.7	871.3714	866.994100138895	1717.9212	609.999447	800.700812619
LOC100651177	65.000090797	74	42.99999	56.000059336	51.00005	56.000051433	84.000026234	64	50.99999561	70.000023099854	49.999930335	57.00000749
LOC100651178	803	1506.5	923	1246.66	946	1102	1050.65	1037	1047	758	944	890
LOC100651179	2508	2459	2443	1932	1747	2031	2584	2104	1695	1676	1514	1760
LOC100651180	74	67	80	80	60	80	75	60	58	90	50	60
LOC100651181	1459.0003	1073.9995	1371.99954	1115.0012	916.9999	1091.00033	1305.9999	942.99977	906.9996	961.001	666.0001	780.0006
LOC100651182	1430.9998	1268.0016	1517.9984	1204.0043	1430.9996	1194.9999	1603.0027	1291.9991	1253.00012	1270.0001	1083.0004	932
LOC100651184	290.212	326.708	299.942	308.689	242.69	256.241	305.655	254.361	254.039	243.312	210.483	252.53
LOC100651185	612.9996745634	1168.999	490.000003736723	1509.00025217431	583.99980252473	859.0004	444.0001	702.00052	2209.995793	799.001030851115	949.999905326	666.999620091723
LOC100651186	346.9996	458.0001	330.0004	365.0004	319.0005	378.0003	340.9997	339	419.0004	308.9999	304.0004	336.9999
LOC100651187	2637.00052	1162.0005	1048.99935563	1250.000142	1691.99964	923.9997	2222.99938	1731.9998	1414.000294	937.9997564	791.99981	749.00026
LOC100651188	371.00006	388.99988	346.9999	285.0003	274.8907	233.9997	332.99984	338.99985	255.0003	323.00039	238.9996	249.99972
LOC100651189	189.5312	90.0316	58.21711	74.63205	50.11951	63.4184	59.5277748006	36.2620100136011	61.51429	77.82133	56.79064	47.394130303
LOC100651190	466	645	386	438	439	517	432	409	419	352	419	388
LOC100651191	1197	1469	1187	1160	1043	1291	1489	1099	1052	1133	1100	1026
LOC100651192	577	591	491	528	452	570	652	447	483	448	426	401
LOC100651193	405.9997	428.0005	373.00041	342.0003	354.0003815434	399.99955	408.9999	342.99959	369.0003	287.00019	324.9998	331.0002
LOC100651194	3144	2510	3182	2707	2598	3052	5877	2776	2167	2776	1634	1974
LOC100651195	2514	2234	2139	2077	1627	1670	2123	1721	1819	1856	1492	1449
LOC100651196	2566.002	8769.0010000101	4141	1056.001	2661.998177481	1450.994792255	1041.21300224133	3228.99649625	1231.9999	506	772.9996	2935.99756124
LOC100651197	180.257	294.674	206.537	255.37	162.368	185.756	263.294	215.928	193.837	208.422	170.306	170.235
LOC100651198	12895	31941.01	22047.96	20732.02	15089	15924	34442	20343.97	23468.96	17769	11761	17316.97
LOC100651199	40.1669	52	42	29	40	23	33	19	30	33	23	29
LOC100651200	1174	1790	1157	1715	1422	1829	1776	1465	1472	1236	1730	1400
LOC100651201	1365.456	2061.814	1446.087	1508.06	1447.176	1903.063	1640.802	1470.757	1899.034	1251.054	1411.639	1549.999
LOC100651202	906.9999	785.9997	714.0002	761.9991	606.9997	779	957.0005	627.9995	597.0003	559.9995	527.9995	545.0007
LOC100651203	1651	1524	1173	1059	1277	1168	1820	1207	1032	1034	908	990
LOC100651204	59	59	34	44	36	50	70	39	58	64	47	51
LOC100651205	4325	4341	4244	3571	2991	3118	3699	3026	3441	3659	2426	2711
LOC100651206	9.13993	19.2385	19.307	8.14429	11.1164	13.1155	9.1315	19.2032	15.205	6.08351	8.07563	20.259
LOC100651207	5474.00376	5787.0035	5561.0013	4342.998	3298.9969	4783.0022	4247.9959	3387.9992	3646.9969	3681.0028	3615.9957	4183.9957
LOC100651208	804.0000118447	981	719	918.9992	613.9997	758	810.999	792.0002	757.0003	751	669.9996	597.0007
LOC100651209	575	705	553	562	456	550	580	560	486	468	460	482
LOC100651210	2115.999	2610	2732	2287.995	1678	2437.003	1812	1638	1989.004	1904	1750	2088.997
LOC100651211	4109	4082	3546	3184	3161	3733	4340	3364	2942	2888	2731	2854
LOC100651212	2268.998	2080.995	2047.99904	1947.99648	2079.99741	2107.004	2959.996	2140.003	1882.001	1726.997	1412.002	1629
LOC100651213	1090	1860	1207	1598	1359	1438	1698	1508	1608	1185	1372	1373
LOC100651214	704.8984	541.000000840165	602.9120152157	377.923144394	507.7740047728	448.9023	555.90512	508.834	460.0005	611.9690242063	267.0002879	278.99956656
LOC100651215	322.483	482.2849094	376.2916	297.1412	357.395586	322.2053	435.9428	363.5988	325.096900296844	430.3540149696	257.229	346.3754
LOC100651216	164	229	182	156	164	181	204	156	148	188	149	192
LOC100651217	1361.0007	1201.0011	2222.996	1005	1082.0002	1065.0003	1467.004	1398.9992	1185.9987	2540.999	670.0001	1029.9997
LOC100651218	1823	2704	1870	1804	1821	2030	2325	1739	1796	1487	1532	1612
LOC100651219	1039.1304	867.1088	1004.0448	774.0003	726.0694	638.0542	928.0009	857.1523	800.00041	811	522.0001	631.99978
LOC100651220	2733.6493	2235.9578	2306.2069	1586.0085	2699.43	2446.8299	2536.9994	2947.2705	1586.5697	1005.1921	1330.6375	1604.6557
LOC100651221	422	750	305	463	494	575	137	415	315	199	593	418
LOC100651222	494.00028	636.0005	443.99968	575.00049	431.99969	515.99971	576.00031	520.9999	460.9999	408.9996	443.99966	425.99982
