Def	NM_001280909.1
LOC100650341	XM_012316343.2
LOC100650342	XM_012316621.2
LOC100650343	XM_012316749.2
LOC100650344	XM_012317285.1
LOC100650345	XM_012318155.2
LOC100650346	XM_012318239.2
LOC100650347	XM_003402204.3
LOC100650348	XM_003402281.3
LOC100650349	XM_003402594.3
LOC100650350	XM_003402970.3
LOC100650351	XM_012319808.2
LOC100650354	XM_020863038.1
LOC100650355	XM_020868343.1
LOC100650356	XM_003393981.3
LOC100650357	XM_020862598.1
LOC100650358	XM_012320845.2
LOC100650360	XM_003395181.2
LOC100650361	XM_003396079.3
LOC100650362	XM_003396243.3
LOC100650363	XM_020864026.1
LOC100650364	XM_012310897.2
LOC100650365	XM_003397215.3
LOC100650366	XM_020864388.1
LOC100650367	XM_003398746.3
LOC100650368	XM_012313977.2
LOC100650369	XM_003399151.3
LOC100650370	XM_012313577.2
LOC100650371	XM_020865391.1
LOC100650372	XM_012314807.2
LOC100650374	XM_012315499.2
LOC100650375	XM_020866446.1
LOC100650376	XM_012316256.2
LOC100650377	XM_003400760.3
LOC100650378	XM_003401328.2
LOC100650379	XM_020866883.1
LOC100650380	XM_003401730.3
LOC100650381	XM_003401885.3
LOC100650382	XM_020867758.1
LOC100650383	XM_003402513.2
LOC100650384	XM_012319037.2
LOC100650385	XM_003402748.2
LOC100650386	XM_020868017.1
LOC100650387	XM_020868097.1
LOC100650388	XM_012320538.2
LOC100650389	XM_012320963.2
LOC100650391	XM_003393584.2
LOC100650392	XM_003393741.3
LOC100650393	XM_012320477.2
LOC100650394	XM_020868491.1
LOC100650395	XM_020868466.1
LOC100650396	XM_012321306.1
LOC100650397	XM_003394859.3
LOC100650398	XM_020863108.1
LOC100650399	XM_003395508.3
LOC100650400	XM_003395675.3
LOC100650401	XM_012308962.2
LOC100650402	XR_002307769.1
LOC100650403	XM_020863467.1
LOC100650404	XM_003396643.3
LOC100650406	XM_012311132.2
LOC100650407	XM_012311207.2
LOC100650408	XM_012311947.2
LOC100650409	XM_020864413.1
LOC100650410	XM_003398017.3
LOC100650411	XM_020865033.1
LOC100650412	XM_012312814.2
LOC100650413	XM_020865903.1
LOC100650414	XM_012314913.2
LOC100650415	XM_020866262.1
LOC100650416	XM_020866113.1
LOC100650417	XM_012315809.2
LOC100650418	XM_003401084.3
LOC100650419	XM_012317072.2
LOC100650420	XM_003401567.3
LOC100650421	XM_003401647.3
LOC100650422	XM_012317846.2
LOC100650423	XM_012317990.2
LOC100650424	XM_003402353.3
LOC100650425	XM_003402822.3
LOC100650426	XM_020868206.1
LOC100650427	XM_003403349.3
LOC100650428	XM_020865197.1
LOC100650429	XM_012309673.2
LOC100650430	XM_020867700.1
LOC100650431	XM_020866570.1
LOC100650432	XM_020868481.1
LOC100650433	XM_003394614.3
LOC100650434	XM_020862834.1
LOC100650435	XM_020862676.1
LOC100650436	XM_012308109.2
LOC100650437	XM_003395345.3
LOC100650438	XM_003395592.3
LOC100650439	XM_012309490.2
LOC100650440	XM_020863618.1
LOC100650442	XM_020863862.1
LOC100650444	XM_020864601.1
LOC100650446	XM_012312324.2
LOC100650447	XM_003398098.3
LOC100650448	XM_012312713.2
LOC100650449	XM_020864949.1
LOC100650450	XM_012313104.2
LOC100650451	XM_003398670.3
LOC100650452	XM_020865236.1
LOC100650453	XM_003398992.3
LOC100650455	XM_020865717.1
LOC100650456	XM_020866258.1
LOC100650457	XM_012316125.2
LOC100650459	XM_003400923.3
LOC100650460	XM_012316750.2
LOC100650461	XM_020867112.1
LOC100650462	XR_132327.3
LOC100650463	XM_012318246.1
LOC100650465	XM_003402282.3
LOC100650466	XM_003402595.3
LOC100650467	XM_012319501.2
LOC100650469	XM_020868274.1
LOC100650470	XM_020863455.1
LOC100650471	XM_020863390.1
LOC100650472	XM_020863053.1
LOC100650474	XM_020868347.1
LOC100650475	XM_012320331.2
LOC100650476	XM_003394223.3
LOC100650477	XM_012320848.2
LOC100650479	XM_020862657.1
LOC100650480	XM_020862803.1
LOC100650481	XM_020863137.1
LOC100650482	XM_003396080.2
LOC100650483	XM_003396161.3
LOC100650484	XM_012310605.2
LOC100650485	XM_003397216.3
LOC100650486	XM_020864807.1
LOC100650487	XM_020864389.1
LOC100650488	XM_020865180.1
LOC100650489	XM_012313217.2
LOC100650490	XM_003398828.3
LOC100650491	XM_003399073.3
LOC100650493	XM_012314200.2
LOC100650494	XM_003399312.3
LOC100650495	XM_012314163.2
LOC100650496	XM_003399712.3
LOC100650497	XM_020865926.1
LOC100650498	XM_003400105.3
LOC100650499	XM_003400435.3
LOC100650500	XM_003400681.3
LOC100650501	XM_012316453.2
LOC100650502	XM_020866857.1
LOC100650503	XM_003401491.3
LOC100650504	XM_003401731.3
LOC100650505	XM_012318023.2
LOC100650506	XM_003402439.3
LOC100650507	XM_003402514.2
LOC100650508	XM_003402668.2
LOC100650509	XM_020867983.1
LOC100650510	XM_003403047.3
LOC100650511	XM_012320415.2
LOC100650512	XM_003392958.3
LOC100650513	XM_020863546.1
LOC100650514	XM_003393585.3
LOC100650516	XM_003394458.2
LOC100650517	XM_003394536.3
LOC100650519	XM_020862884.1
LOC100650520	XM_003395267.3
LOC100650521	XM_020863012.1
LOC100650522	XM_003395676.1
LOC100650523	XM_003395761.3
LOC100650524	XM_020863449.1
LOC100650525	XM_012309730.2
LOC100650526	XR_001098866.2
LOC100650528	XM_020863680.1
LOC100650529	XM_012311136.1
LOC100650530	XM_020864299.1
LOC100650531	XM_012311695.2
LOC100650532	XM_003398018.3
LOC100650533	XM_003398177.3
LOC100650534	XM_012312811.2
LOC100650535	XM_012314656.2
LOC100650536	XM_020865784.1
LOC100650537	XM_012315379.2
LOC100650538	XM_003400272.2
LOC100650539	XM_003400352.3
LOC100650540	XM_020866472.1
LOC100650541	XM_003401005.3
LOC100650542	XM_012317069.2
LOC100650543	XM_003401568.3
LOC100650544	XM_003401648.3
LOC100650545	XM_012317869.2
LOC100650546	XM_012317997.2
LOC100650547	XM_020867701.1
LOC100650548	XM_012319214.2
LOC100650549	XM_020868205.1
LOC100650550	XM_003393116.3
LOC100650551	XM_020864666.1
LOC100650552	XM_003393663.3
LOC100650553	XM_012320167.2
LOC100650554	XM_003394615.3
LOC100650555	XM_003394775.3
LOC100650556	XM_020862675.1
LOC100650557	XM_003395346.2
LOC100650558	XM_012308728.2
LOC100650559	XM_003396001.3
LOC100650560	XM_020863822.1
LOC100650561	XM_012309989.2
LOC100650563	XM_003396560.3
LOC100650565	XM_012312104.2
LOC100650566	XM_020864774.1
LOC100650567	XM_020864856.1
LOC100650568	XM_020864873.1
LOC100650569	XM_003398671.3
LOC100650570	XM_020865238.1
LOC100650571	XM_012313848.2
LOC100650572	XM_020866049.1
LOC100650573	XM_012314808.2
LOC100650574	XM_020865724.1
LOC100650575	XM_003400193.3
LOC100650576	XM_012316122.2
LOC100650577	XM_020866643.1
LOC100650579	XM_003401164.3
LOC100650580	XM_020867113.1
LOC100650582	XM_020867507.1
LOC100650583	XM_012318418.2
LOC100650584	XM_012318521.2
LOC100650585	XM_012318987.2
LOC100650586	XM_003402749.3
LOC100650587	XM_012319502.2
LOC100650588	XM_003403131.3
LOC100650589	XM_003393038.3
LOC100650591	XM_020866777.1
LOC100650592	XM_012319277.2
LOC100650593	XM_012320276.2
LOC100650594	XM_003394224.3
LOC100650595	XM_003394308.3
LOC100650596	XM_003394380.3
LOC100650597	XM_012308210.2
LOC100650598	XM_012309180.1
LOC100650599	XM_012309425.2
LOC100650600	XM_003396162.3
LOC100650602	XM_020864268.1
LOC100650603	XM_012311095.2
LOC100650604	XM_012311647.2
LOC100650605	XM_012311746.2
LOC100650606	XM_003397779.3
LOC100650607	XM_020865181.1
LOC100650608	XM_003398748.3
LOC100650609	XM_012313464.2
LOC100650610	XM_012313978.2
LOC100650612	XM_003399232.2
LOC100650613	XM_012314142.2
LOC100650614	XM_003399387.3
LOC100650615	XM_012314909.2
LOC100650616	XM_020865927.1
LOC100650617	XM_020866438.1
LOC100650618	XM_012316381.2
LOC100650619	XM_003400762.3
LOC100650620	XM_003401330.3
LOC100650621	XM_003401492.3
LOC100650622	XM_012317764.2
LOC100650623	XM_003402440.3
LOC100650624	XM_003402515.2
LOC100650625	XM_012319090.2
LOC100650627	XM_020868138.1
LOC100650628	XM_003403350.3
LOC100650629	XM_012318962.2
LOC100650630	XM_012321047.2
LOC100650632	XM_003393587.3
LOC100650633	XM_003394144.3
LOC100650634	XM_020868558.1
LOC100650635	XM_003394537.3
LOC100650636	XM_020862882.1
LOC100650637	XM_020862671.1
LOC100650638	XM_020863105.1
LOC100650639	XM_003395510.3
LOC100650640	XM_003395677.3
LOC100650641	XM_012308958.2
LOC100650642	XM_012309245.2
LOC100650643	XM_003396408.3
LOC100650644	XM_020863584.1
LOC100650645	XM_003396730.3
LOC100650646	XM_012310705.2
LOC100650647	XM_012310902.2
LOC100650648	XM_012311079.2
LOC100650649	XM_012311229.2
LOC100650650	XM_003397618.3
LOC100650651	XM_012311692.2
LOC100650653	XM_012312489.2
LOC100650654	XM_003398428.3
LOC100650655	XM_003398511.3
LOC100650656	XM_020866002.1
LOC100650657	XM_020865760.1
LOC100650658	XM_020866089.1
LOC100650659	XM_020866268.1
LOC100650660	XM_012315713.1
LOC100650662	XM_012316429.2
LOC100650663	XM_003400924.2
LOC100650664	XM_020867092.1
LOC100650665	XM_020867142.1
LOC100650666	XM_012317481.2
LOC100650667	XM_020867167.1
LOC100650668	XM_020867346.1
LOC100650669	XM_020867404.1
LOC100650670	XM_012319208.2
LOC100650671	XM_012319866.2
LOC100650672	XM_020864866.1
LOC100650673	XM_020864715.1
LOC100650674	XM_012313855.2
LOC100650675	XM_012317882.2
LOC100650676	XM_003393983.3
LOC100650677	XM_020868438.1
LOC100650678	XM_003394776.3
LOC100650679	XM_012307973.2
LOC100650680	XM_012307896.2
LOC100650682	XM_012308734.2
LOC100650683	XM_012309489.2
LOC100650685	XM_020863625.1
LOC100650687	XM_020864004.1
LOC100650689	XM_012312102.2
LOC100650690	XM_003397939.2
LOC100650691	XM_012312985.2
LOC100650692	XM_020864874.1
LOC100650693	XM_003398672.3
LOC100650694	XM_012313710.2
LOC100650695	XM_012313845.1
LOC100650696	XM_003399154.3
LOC100650697	XM_012314574.2
LOC100650698	XM_003399630.3
LOC100650699	XM_020865718.1
LOC100650700	XM_020866259.1
LOC100650701	XM_012316107.2
LOC100650702	XM_012316882.2
LOC100650703	XM_020867118.1
LOC100650704	XM_003401888.3
LOC100650705	XM_012318249.2
LOC100650706	XM_020867583.1
LOC100650707	XM_020867637.1
LOC100650708	XM_012318990.2
LOC100650709	XM_012319132.2
LOC100650710	XM_003402972.3
LOC100650711	XM_012319805.2
LOC100650712	XM_003393039.3
LOC100650713	XM_012311180.2
LOC100650714	XM_020866396.1
LOC100650715	XM_003393744.3
LOC100650716	XM_020868346.1
LOC100650717	XM_012320478.1
LOC100650718	XM_020868689.1
LOC100650719	XM_012320852.2
LOC100650720	XM_012320907.2
LOC100650721	XM_003394698.3
LOC100650722	XM_003395102.3
LOC100650723	XM_012309178.2
LOC100650724	XM_020863395.1
LOC100650725	XM_003396163.3
LOC100650726	XM_012311026.2
LOC100650727	XM_012311054.2
LOC100650728	XM_012311649.2
LOC100650729	XM_012311745.2
LOC100650730	XM_003397780.3
LOC100650731	XM_003398261.3
LOC100650732	XM_012312731.2
LOC100650733	XM_012313219.1
LOC100650734	XM_020865561.1
LOC100650735	XM_003399075.2
LOC100650736	XM_020865422.1
LOC100650737	XM_020865606.1
LOC100650738	XM_003399388.3
LOC100650739	XM_012314919.2
LOC100650740	XM_012315190.2
LOC100650741	XM_003400437.3
LOC100650742	XM_012316266.2
LOC100650743	XM_020866388.1
LOC100650744	XM_003401331.3
LOC100650745	XM_003401733.3
LOC100650746	XM_020867702.1
LOC100650747	XM_012318703.2
LOC100650748	XM_012318865.2
LOC100650749	XM_012319093.2
LOC100650750	XM_012319326.1
LOC100650751	XM_020868137.1
LOC100650752	XM_003403276.3
LOC100650753	XM_012320097.2
LOC100650754	XM_020865350.1
LOC100650755	XM_020865329.1
LOC100650756	XM_012320585.2
LOC100650757	XM_012321057.2
LOC100650758	XM_003394538.3
LOC100650759	XM_012307865.2
LOC100650761	XM_012309052.2
LOC100650762	XM_012308358.2
LOC100650764	XM_012308862.2
LOC100650765	XM_003395762.3
LOC100650766	XM_020864048.1
LOC100650767	XM_003396561.3
LOC100650768	XM_012310375.2
LOC100650769	XM_012310513.2
LOC100650770	XM_020863681.1
LOC100650771	XM_012310900.2
LOC100650772	XR_132051.3
LOC100650773	XM_003397298.3
LOC100650774	XM_012311872.2
LOC100650775	XM_020864667.1
LOC100650776	XM_003398020.3
LOC100650777	XM_003398429.3
LOC100650778	XM_003398512.3
LOC100650779	XM_020865735.1
LOC100650780	XM_020865780.1
LOC100650781	XM_020866264.1
LOC100650782	XM_020866270.1
LOC100650783	XM_020866167.1
LOC100650784	XM_003400354.3
LOC100650785	XM_020866567.1
LOC100650786	XM_020866337.1
LOC100650787	XM_012316604.2
LOC100650788	XM_003401006.3
LOC100650789	XM_003401165.3
LOC100650790	XM_003401247.3
LOC100650791	XM_003401493.3
LOC100650792	XM_020867289.1
LOC100650793	XM_003401650.3
LOC100650794	XM_012317871.2
LOC100650795	XM_012317942.2
LOC100650796	XM_012317998.2
LOC100650797	XM_020868196.1
LOC100650798	XM_012320252.2
LOC100650799	XM_020864763.1
LOC100650801	XM_012317911.2
LOC100650802	XM_003393984.3
LOC100650803	XM_012321089.2
LOC100650804	XM_012321337.2
LOC100650805	XM_020862673.1
LOC100650806	XM_020862796.1
LOC100650807	XM_012309122.2
LOC100650808	XM_003395596.3
LOC100650809	XM_012309491.2
LOC100650810	XM_020863565.1
LOC100650811	XM_012309698.2
LOC100650813	XM_020864006.1
LOC100650814	XM_003397378.3
LOC100650815	XM_012312100.2
LOC100650816	XM_020865135.1
LOC100650817	XM_012313114.2
LOC100650818	XM_003398673.3
LOC100650819	XM_012313840.1
LOC100650820	XM_003399471.3
LOC100650821	XM_012314809.2
LOC100650822	XM_012314727.1
LOC100650824	XM_003401086.2
LOC100650825	XM_012317298.2
LOC100650826	XM_020867557.1
LOC100650827	XM_012318416.2
LOC100650828	XM_020867638.1
LOC100650829	XM_020867827.1
LOC100650830	XM_012319131.2
LOC100650833	XM_003392961.3
LOC100650834	XM_020863786.1
LOC100650835	XM_020866344.1
LOC100650836	XM_012316500.2
LOC100650837	XM_003393745.3
LOC100650839	XM_020868437.1
LOC100650840	XM_020868406.1
LOC100650841	XM_012320862.2
LOC100650842	XM_020862736.1
LOC100650843	XM_012309183.2
LOC100650844	XM_020863491.1
LOC100650845	XM_012309588.2
LOC100650846	XM_012311092.2
LOC100650847	XM_003397540.3
LOC100650848	XM_020864423.1
LOC100650849	XM_003398263.3
LOC100650850	XM_012312732.2
LOC100650851	XM_012313220.2
LOC100650852	XM_012313391.2
LOC100650853	XM_020865244.1
LOC100650854	XM_003399234.3
LOC100650855	XM_012314351.2
LOC100650856	XM_012314165.1
LOC100650857	XM_012314917.2
LOC100650858	XM_020865928.1
LOC100650859	XM_003400438.3
LOC100650860	XM_003400684.3
LOC100650861	XM_003400764.3
LOC100650863	XM_003401734.2
LOC100650864	XM_003402357.3
LOC100650865	NM_001304440.1
LOC100650866	XM_003402517.3
LOC100650867	XM_020867903.1
LOC100650868	XM_020867958.1
LOC100650869	XM_020868033.1
LOC100650870	XM_012319979.2
LOC100650872	XM_020865369.1
LOC100650873	XM_012313004.2
LOC100650874	XM_012313898.2
LOC100650875	XM_020868615.1
LOC100650876	XM_020868512.1
LOC100650877	XM_003394539.3
LOC100650878	XM_003395027.3
LOC100650879	XM_020863069.1
LOC100650880	XM_020862937.1
LOC100650881	XM_020862957.1
LOC100650882	XM_012308953.2
LOC100650883	XM_020864047.1
LOC100650884	XM_012310254.2
LOC100650885	XM_020863605.1
LOC100650886	XM_012310517.2
LOC100650887	XM_012310906.2
LOC100650888	XM_012311230.2
LOC100650889	XM_012311871.2
LOC100650890	XM_012311698.2
LOC100650891	XM_020864824.1
LOC100650893	XM_003398430.3
LOC100650894	XM_012312948.2
LOC100650895	XM_003399155.3
LOC100650897	XM_003399949.3
LOC100650898	XM_020866098.1
LOC100650899	XM_020866168.1
LOC100650900	XM_020866354.1
LOC100650901	XM_003400519.2
LOC100650902	XM_012316610.1
LOC100650903	XM_020866864.1
LOC100650905	XM_012317427.2
LOC100650906	XM_020867287.1
LOC100650907	XM_020867208.1
LOC100650909	XM_003401890.3
LOC100650910	XM_020867402.1
LOC100650911	XM_012318004.2
LOC100650912	XM_020868197.1
LOC100650913	XM_003393041.3
LOC100650914	XM_020863620.1
LOC100650915	XM_003393666.3
LOC100650916	XM_020867591.1
LOC100650917	XM_012320338.2
LOC100650918	XM_020868464.1
LOC100650919	XM_012321339.2
LOC100650920	XM_012307979.2
LOC100650921	XM_003395104.3
LOC100650922	XM_003395185.2
LOC100650923	XM_020863149.1
LOC100650924	XM_012309250.2
LOC100650925	XM_012309369.2
LOC100650926	XM_012310015.2
LOC100650927	XM_012310188.2
LOC100650928	XM_020864090.1
LOC100650929	XM_020864101.1
LOC100650930	XM_012312225.2
LOC100650931	XM_003398102.3
LOC100650932	XM_020864875.1
LOC100650933	XM_003398674.3
LOC100650934	XM_012313843.2
LOC100650935	XM_003399632.3
LOC100650936	XM_020865723.1
LOC100650937	XM_003400598.2
LOC100650938	XM_020867139.1
LOC100650939	XM_012317162.2
LOC100650940	XM_012318282.2
LOC100650941	XM_020867585.1
LOC100650942	XM_012318528.2
LOC100650944	XM_020867907.1
LOC100650945	XM_012319504.2
LOC100650946	XM_003403051.3
LOC100650947	XM_012319569.2
LOC100650948	XM_003392962.3
LOC100650949	XM_012311254.2
LOC100650950	XM_020866361.1
LOC100650951	XM_012316509.2
LOC100650952	XM_003393746.3
LOC100650953	XM_003394065.3
LOC100650954	XM_020868411.1
LOC100650955	XM_012320870.2
LOC100650956	XM_003394700.3
LOC100650957	XM_020862612.1
LOC100650958	XM_003395513.3
LOC100650959	XM_012309146.2
LOC100650960	XM_020863310.1
LOC100650961	XM_020863505.1
LOC100650962	XM_020863679.1
LOC100650963	XM_012311094.2
LOC100650964	XM_003397541.3
LOC100650965	XM_020864425.1
LOC100650966	XM_003398179.3
LOC100650967	XM_003398343.3
LOC100650968	XM_012313175.2
LOC100650969	XM_012313487.2
LOC100650970	XM_012313716.2
LOC100650971	XM_020865366.1
LOC100650972	XM_003399235.3
LOC100650973	XM_020865608.1
LOC100650974	XM_003399391.3
LOC100650975	XM_020865925.1
LOC100650976	XM_020866221.1
LOC100650977	XM_020866253.1
LOC100650978	XM_003400439.3
LOC100650979	XM_020866675.1
LOC100650980	XM_003400765.3
LOC100650981	XM_003400844.3
LOC100650982	XM_012317080.2
LOC100650983	XM_020867203.1
LOC100650985	XM_020867750.1
LOC100650986	XM_020867783.1
LOC100650987	XM_020867961.1
LOC100650988	XM_020868039.1
LOC100650989	XM_020868250.1
LOC100650992	XM_012309516.2
LOC100650993	XM_012312622.2
LOC100650994	XM_003393438.3
LOC100650995	XM_003394147.3
LOC100650996	XM_020862593.1
LOC100650997	XM_020868514.1
LOC100650998	XM_012321151.2
LOC100650999	XM_020862630.1
LOC100651000	XM_012309061.1
LOC100651001	XM_012308568.2
LOC100651002	XM_012308405.2
LOC100651003	XM_012308957.2
LOC100651006	XM_020863649.1
LOC100651007	XM_003396733.3
LOC100651008	XM_012310617.2
LOC100651009	XM_003397300.2
LOC100651010	XM_012311651.2
LOC100651011	XM_012311699.2
LOC100651012	XM_020864916.1
LOC100651013	XM_003398431.3
LOC100651015	XM_020865739.1
LOC100651016	XM_020866086.1
LOC100651017	XM_003400356.3
LOC100651018	XM_003400520.3
LOC100651019	XM_020867079.1
LOC100651020	XM_012316673.2
LOC100651021	XM_020867034.1
LOC100651022	XM_003401414.3
LOC100651023	XM_020866722.1
LOC100651024	XM_020867155.1
LOC100651025	XM_020867439.1
LOC100651026	XM_020867401.1
LOC100651027	XM_012317927.2
LOC100651028	XM_003393042.3
LOC100651029	XM_020865605.1
LOC100651030	XM_012317939.2
LOC100651032	XM_003393986.3
LOC100651033	XM_012321096.2
LOC100651034	XM_012321347.2
LOC100651035	XM_012308211.2
LOC100651036	XM_012307925.2
LOC100651038	XM_012309249.2
LOC100651039	XM_012309486.2
LOC100651040	XM_020863550.1
LOC100651041	XM_003397057.3
LOC100651042	XM_003397138.3
LOC100651043	XM_012312099.1
LOC100651044	XM_012312331.2
LOC100651046	XM_012312626.2
LOC100651047	XM_012313081.2
LOC100651048	XM_003398997.3
LOC100651049	XM_020865752.1
LOC100651050	XM_003399633.2
LOC100651051	XM_003399715.3
LOC100651052	XM_012315095.2
LOC100651053	XM_012316132.2
LOC100651054	XM_012316887.2
LOC100651055	XM_020866728.1
LOC100651056	XM_020867510.1
LOC100651057	XM_012318397.2
LOC100651058	XM_012318531.2
LOC100651059	XM_020867703.1
LOC100651060	XM_003402598.3
LOC100651062	XM_012319505.2
LOC100651063	XM_003403052.3
LOC100651064	XR_132427.3
LOC100651065	XM_003392963.3
LOC100651067	XM_003393510.3
LOC100651068	XM_003393589.2
LOC100651069	XM_012319348.2
LOC100651070	XM_012320484.2
LOC100651071	XM_003394228.3
LOC100651072	XM_020868448.1
LOC100651073	XM_003394701.3
LOC100651074	XM_003394864.3
LOC100651075	XM_003395514.3
LOC100651076	XM_012308860.2
LOC100651077	XM_020863375.1
LOC100651079	XM_012309617.2
LOC100651080	XM_012309864.2
LOC100651081	XM_012310120.2
LOC100651082	XM_020864196.1
LOC100651083	XM_012311098.2
LOC100651084	XM_020864591.1
LOC100651085	XM_020864734.1
LOC100651086	XM_012312009.2
LOC100651087	XM_020865189.1
LOC100651088	XM_020864867.1
LOC100651089	XM_020865687.1
LOC100651090	XM_012313468.2
LOC100651091	XR_002308164.1
LOC100651092	XM_003399157.3
LOC100651093	XM_012314201.2
LOC100651094	XM_020865560.1
LOC100651095	XM_003399875.3
LOC100651096	XM_020866266.1
LOC100651097	XM_020866115.1
LOC100651098	XM_012315627.2
LOC100651099	XM_020866339.1
LOC100651100	XM_012316464.2
LOC100651101	XM_003400845.3
LOC100651102	XM_012316913.2
LOC100651104	XM_003401736.3
LOC100651105	XM_012317923.2
LOC100651106	XM_020867752.1
LOC100651107	XM_003402519.3
LOC100651108	XM_020867956.1
LOC100651109	XM_020868016.1
LOC100651110	XM_012319872.2
LOC100651111	XM_012319987.2
LOC100651112	XM_003403353.3
LOC100651113	XM_012320892.2
LOC100651114	XM_020864746.1
LOC100651116	XM_020864005.1
LOC100651117	XM_003393827.3
LOC100651118	XM_012320279.2
LOC100651119	XM_003394148.3
LOC100651120	XM_020868692.1
LOC100651121	XM_003394462.3
LOC100651122	XM_012321150.2
LOC100651123	XM_012307986.2
LOC100651124	XM_003395029.3
LOC100651125	XM_003395272.2
LOC100651126	XM_020863211.1
LOC100651127	XM_020863201.1
LOC100651128	XM_020863642.1
LOC100651129	XM_020863723.1
LOC100651130	XM_012310615.2
LOC100651131	XM_012311652.2
LOC100651132	XM_012311701.1
LOC100651133	XM_020864943.1
LOC100651134	XM_020865496.1
LOC100651136	XM_012315026.2
LOC100651138	XM_003400357.3
LOC100651139	XM_012316128.2
