CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_004023	1069	481	684	610	453	880	836	1109	703	682	604	1013
Caust.v2_004024	3.61874	0	2.82816	0	2.28503	3.7284	0	1.37257	1.2844	0	0	1.12469
Caust.v2_004026	1619	1389	1803	2086	1406	1557	1699	2094	1463	1535	1853	2194
Caust.v2_004027	1336	1383	1531	1667	1220	1284	1322	1285	1293	1239	1502	1832
Caust.v2_004028	123	51	64	64	32	67	57	83	44	60	64	26
Caust.v2_004029	1014.999	702.999	1065	833.001	627	867	837	1031.001	755.001	704.001	722.001	852
Caust.v2_004030	1320	763	999	1080	735	1008	1368	1526	963	849	836	2127
Caust.v2_004031	8	4	5	8	4	1	15	5	8	5	10	12
Caust.v2_004032	1	11	2	19	6	3	28	11	6	6	9	16
Caust.v2_004033	727	1975	991	2320	1240	920	646	858	864	1103	1388	843
Caust.v2_004034	1204	1017	1082	1418	1137	1074	1038	1293	1224	1124	1071	1068
Caust.v2_004035	704	571	570	731	428	485	622	700	474	450	635	1037
Caust.v2_004036	769	783	652	722	572	879	242	477	1150	674	619	397
Caust.v2_004037	462	596	418	638	545	473	263	457	453	350	477	371
Caust.v2_004039	25.2175	24.0519	8.62433	37.7124	14.6158	6.99804	9.31018	9.49505	7.86882	14.6367	33.7175	23.0983
Caust.v2_004041	770	505	646	617	482	647	629	779	761	678	690	633
Caust.v2_004042	1246	655	993	901	560	975	1218	1360	799	928	867	1399
Caust.v2_004043	425	288	397	317	365	442	403	494	311	334	281	474
Caust.v2_004045	599	272	414	455	364	476	468	588	461	412	465	452
Caust.v2_004046	1561	963	1512	1523	1855	1024	570	1113	1859	1080	1556	976
Caust.v2_004047	606	463	794	915	1009	501	197	410	924	599	605	377
Caust.v2_004048	2337.997	1678	2150	2339	1632	1759	1431	1845	1888	1649	1495	1523
Caust.v2_004049	947	566	507	674	327	632	487	574	567	486	597	631
Caust.v2_004050	691	1120	948	1156	1022	774	506	770	999	813	955	600
Caust.v2_004051	712	751	422	812	1357	494	154	528	571	481	377	167
Caust.v2_004052	682	553	512	418	759	478	173	310	433	406	396	179
Caust.v2_004053	2504	4060	2027	4015	2690	2126	2425	2698	2615	3070	3217	2331
Caust.v2_004054	921	643	726	756	573	828	806	1072	694	739	595	1234
Caust.v2_004055	529	693	544	861	642	400	283	337	506	377	634	261
Caust.v2_004056	915	6651	1871	20260	9786	12671.04	4802	20540.96	22737.04	29331.04	19504.96	5476
Caust.v2_004058	568	975	580	1622	533	696	1259	927	870	1080	943	1130
Caust.v2_004059	8184	3992	4884	6505	3347	4944	4105	5724	4880	5165	4603	4952
Caust.v2_004061	2102	1216	1604	1607	1152	1773	1684	1929	1404	1549	1389	2217
Caust.v2_004062	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004063	3161	3028	2325	3216	2536	2485	3419	4605	2832	2316	2771	4577
Caust.v2_004064	91	60	61	77	54	64	107	120	68	53	68	106
Caust.v2_004067	0	649.399	873.566	718.138	473.856	680.591	741.475	0	1099	465.5	0	1798
Caust.v2_004068	617.4	629.4	636.555	798.6	667.167	622.8	893.4	735.6	677.988	565.2	630.6	733.8
Caust.v2_004069	5472.66	12935	5072	13707	11820.7	5123.66	4860	7991	4560	5688	6801	7261
Caust.v2_004070	597	553	725	779	614	573	600	660	638	501	678	538
Caust.v2_004071	16	16	23	18	16	22	42	30	31	11	12	10
Caust.v2_004072	1990	3325	2281	3851	2589	1841	2158	2634	2216	2382	2927	3023
Caust.v2_004073	1054	867	920	1110	746	696	981	1080	658	885	781	871
Caust.v2_004074	2126	790	1095	658	1359	948	335	668	807	994	533	396
Caust.v2_004076	721	436	619	471	289	483	794	920	466	478	487	873
Caust.v2_004078	22070	18826	20457	20445	17778	17575	12461	19676	17058	16378	15865	15743
Caust.v2_004079	583	355	437	466	419	463	355	592	478	425	391	524
Caust.v2_004082	978	804	777.891	1143.39	834	952	1150	1257.83	923.422	819	962.527	1248.49
Caust.v2_004083	40	40	33	26	26	21	15	17	41	26	48	10
Caust.v2_004084	760	1321	746	1246	943	731	742	946	851	763	954	923
Caust.v2_004085	134	66	119	115	86	114	107	133	92	93	92	114
Caust.v2_004086	810	525	703	593	608	731	303	429	825	515	499	304
Caust.v2_004087	122	102	107	82	88	62	36	73	113	76	78	42
Caust.v2_004088	2262	2242	1973	2752	1794	1923	2260	2827	1794	2070	2100	2936
Caust.v2_004089	8.01255	20.0276	14.0316	26.021	18.0088	10.0131	15.0204	17.029	11.0123	9.0326	10.004	17.019
Caust.v2_004090	1478.99	2491.97	3603.97	2851.98	2337.99	1766.99	1709.98	2705.97	2077.99	1921.97	2883	2064.98
Caust.v2_004091	376	429	550	654	560	469	314	453	603	364	441	259
Caust.v2_004092	15	20	17	12	8	9	17	27	10	7	13	20
Caust.v2_004093	1669	1280	1256	1955	1253	1015	1141	1534.55	1417	1167	1290	859.844
Caust.v2_004095	1564	1995	2181	1857	1707	1176	1211	1716	1417	1401	1727	1422
Caust.v2_004096	309	171	261	228	181	214	137	231	212	201	170	155
Caust.v2_004097	4304	3565	3548	5063	3642	3626	3392	3821	3342	3547	3583	4795
Caust.v2_004098	1265	1146	996	1555	835	981	1256	1388	961	971	1142	1480
Caust.v2_004099	180	222	181	313	177	118	58	82	170	149	194	105
Caust.v2_004102	3	6	11	11	15	3	1	10	12	6	9	6
Caust.v2_004103	20	31	19	40	16	9	15	5	23	15	17	11
Caust.v2_004107	23	24	17	53	22	22	20	28	19	19	24	37
Caust.v2_004108	588	620	427	931	564	518	486	733	430	531	494	824
Caust.v2_004109	1513	1761	1210	2522	1646	1397	1550	1799	1168	1525	1329	2165
Caust.v2_004110	33	68	19	41.99992	39	12	48	45.99992	50	28	28	27
Caust.v2_004114	26	35	26	34	9	78	31	93	22	8	39	61
Caust.v2_004115	1140.999	1041.999	2255.001	1425	1158.999	806.001	513.999	594	684.999	491.001	699.999	515.001
Caust.v2_004116	169.494	215.548	294.172	364.686	220.632	123.705	139.645	155.614	182.488	126.705	175.001	162.858
Caust.v2_004117	49.8986	67.4486	61.638	140.365	83.3186	118.544	92.2715	106.594	98.6608	81.0433	99.9028	106.746
Caust.v2_004118	1.457314e-07	110.525	117.4126	104.5736	44.9282	0	8.66692e-07	0	78.3396	42.8304	111.0044	11.65944
Caust.v2_004119	295	246	297	212	156	218	256	315	203	226	203	322
Caust.v2_004120	1890.999	2331	1977	2190.999	1890.999	1527.999	1356.999	1944.999	2037.999	1368.999	3140.01	1317.999
Caust.v2_004121	64	86	93	58	62	92	39	56	65	26	116	41
Caust.v2_004122	417	500	460	451	246	369	397	439	436	341	350	468
Caust.v2_004123	78	78	95	59	37	61	66	48	60	67	52	51
Caust.v2_004124	649	413	505	587	361	584	890	868	502	510	434	1181
Caust.v2_004126	338.765	255.963	404.587	299.443	276.642	362.066	507.813	542.138	393.869	286.298	370.095	730.245
Caust.v2_004127	1715	1314	1300	1776	1254	1308	1172	1751	1447	1209	1264	1830
Caust.v2_004128	5062.0068	3602.0008	3359.0006	3383.999	3326.0012	2815.0004	941.00126	1361.9982	3332.001	2202.0024	3191.9994	876.0002
Caust.v2_004129	1	5	4	1	1	1	0	1	0	0	0	0
Caust.v2_004130	1	3	3	2	2	6	1	0	6	1	0	0
Caust.v2_004131	103	171	92	203	115	112	31	48	125	111	104	46
Caust.v2_004132	32	125	71	106	36	40	53	27	60	51	65	50
Caust.v2_004133	623	1516	1806	1993	1922	587	425	793	705	1791	777	212
Caust.v2_004134	40	30	42	64	35	44	11	17	66	45	17	10
Caust.v2_004135	722	526	652	647	582	522	480	644	529	469	569	591
Caust.v2_004136	459	788	347	816	406	334	324	531	609	406	478	343
Caust.v2_004137	586.9995	551.99925	533.99995	701.0005	541.00075	388.9993	518.00035	615	469.99915	354.9996	478.00055	545.00095
Caust.v2_004138	287	324	416	523	457	267	328	349	235	254	202	365
Caust.v2_004139	1190	805	1107	1162	757	909	1171	1330	893	786	912	1383
Caust.v2_004140	696.184	655.06	563.388	846.64	578.228	536.67	654.698	747.852	584.114	980.172	641.644	1118.572
Caust.v2_004141	1073	837	896	1080	681	946	1025	1247	858	797	803	1347
Caust.v2_004142	46.8153	46.9393	55.6125	45.3591	26.7726	40.3306	51.302	68.1489	35.8858	74.8275	33.3564	81.4276
Caust.v2_004143	283	399	289	391	381	206	87	180	177	305	446	112
Caust.v2_004150	3	0	2	3	1	0	0	0	2	1	0	0
Caust.v2_004152	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004153	10	9	3	7	3	11	7	10	3	2	13	14
Caust.v2_004156	15	11	13	7	12	8	6	13	29	5	6	7
Caust.v2_004157	489.9985	322.9999	396.9999	431.999	294	391.9999	564.001	572.999	391.9999	354	391.9997	885.001
Caust.v2_004158	979	544	794	713	492	852	1035	1222	593	668	621	1268
Caust.v2_004159	282	308	269	284	320	350	326	391	331	199	281	372
Caust.v2_004160	1100	1061	1046	1643	932	1112	1593	1815	1142	984	1267	1938
Caust.v2_004161	284	161	211	249	164	265	300	400	192	218	253	330
Caust.v2_004162	1551	1552	1299	1796	1069	1366	1726	1945	1176	1327	1339	2206
Caust.v2_004163	1220	661	759	999	609	852	984	1151	918	852	768	1026
Caust.v2_004164	1158	1831	1315	1737	1498	1356	1007	2111	1358	1348	1929	1519
Caust.v2_004165	207	170	200	205	173	202	196	228	164	143	194	163
Caust.v2_004166	1244.001	1133.001	1041.999	1407	933	983.001	1001.001	1257.999	969.999	830.001	1226.001	1545.999
Caust.v2_004167	704	404	608	525	320	589	1059	1004	486	482	453	1399
Caust.v2_004168	4	2	2	4	3	3	6	0	4	1	9	7
Caust.v2_004174	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004175	4	9	7	10	7	4	5	6	7	0	4	1
Caust.v2_004180	55	91	79	103	120	58	42	61	127	89	75	36
Caust.v2_004187	12047	16578	11701	17248	13210	10731	13898	13381	11721	12559	14860.3	13590
Caust.v2_004188	1225	562	1002	1004.28	391	1026	1376	1379	649	778	713.675	1569
Caust.v2_004189	556.322	256.071	700	300	0	739	753	881	224.625	609	303.943	0
Caust.v2_004190	320	238	251	323	197	238	415	433	236	233	292	678
Caust.v2_004191	453	321	338	429	331	365	325	413	535	278	388	708
Caust.v2_004192	9915	6829	10264	7850	5909	15230	2007	4408	16848	7981	6876	1903
Caust.v2_004196	7	61	43	140	48	10	4	16	15	20	35	13
Caust.v2_004198	2397	951	2221	1485	947	2226	3245	3767	1097	1611	1339	6138
Caust.v2_004199	3523	2012	2532	3009	2031	3427	4454	5166	2421	2612	2417	7402
Caust.v2_004200	1000	748	990	1096	781	910	773	898	832	756	837	934
Caust.v2_004201	129	141	128	165	159	117	80	157	127	114	95	81
Caust.v2_004202	899	1352	817	2112	1532	810	641	1289	1153	960	951	583
Caust.v2_004203	0	0	1	3	4	2	0	0	0	0	1	0
Caust.v2_004204	1634	1514	1474	2200	1273	1377	1544	2029	1397	1223	1434	2734
Caust.v2_004205	9	5	21	11	7	18	3	7	2	4	16	10
Caust.v2_004207	2	2	12	4	8	10.9312	1	0	9	6	3	1
Caust.v2_004208	7	1	3	3	5	8.06882	4	3	1	1	3	1
Caust.v2_004210	4	0	1	4	3	0	0	0	0	2	0	0
Caust.v2_004211	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_004213	4	2	2	3	6	6	1	4	7	1	1	4
Caust.v2_004214	4	3	8	5	2	5	0	8	4	3	1	0
Caust.v2_004215	4	5	3	3	6	4	1	0	2	3	6	0
Caust.v2_004217	14	0	0	0	7	0	0	4	0	0	10	0
Caust.v2_004219	26	14	11	22	7	14	18	33	8	16	26	19
Caust.v2_004225	2	0	5	1	1	1	7	2	0	2	6	2
Caust.v2_004229	139	111	96	117	73	108	47	55	90	102	71	54
Caust.v2_004230	907	815	631	796	719	678	620	743	706	656	610	771
Caust.v2_004232	4	0	1	0	1	0	0	0	0	0	2	0
Caust.v2_004233	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004236	136	59	54	96	89	23	11	20	32	55	23	12
Caust.v2_004237	1248	1479	1333	1665	1456	1176	856	1241	1461	1238	1313	835
Caust.v2_004238	3075.79	2537.52	2946.98	3512.63	2498.72	2736.72	3467.25	4130.19	2012.19	2844.73	2948.2	4163.3
Caust.v2_004239	1024.21	391.481	691.022	619.367	322.277	837.282	1331.75	1395.81	467.813	687.272	618.803	1706.7
Caust.v2_004240	3216	3224	2991	3965	3049	3560	4570	5463	2906	3091	3512	6199
Caust.v2_004242	11	45	52	59	39	17	8	22	48	42	60	10
Caust.v2_004243	18	7	16	3	5	6	8	7	8	9	7	2
Caust.v2_004244	1	1	3	0	0	2	0	0	0	0	1	0
Caust.v2_004245	0	1	0	0	0	0	0	2	1	0	1	0
Caust.v2_004246	11	19	16	10	9	25	6	3	37	4	12	3
Caust.v2_004247	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004248	0	2	0	0	0	0	0	1	1	0	0	0
Caust.v2_004249	2604	3581	2796	3535	3705	3730	3417	5539	4160	3354	4225	5325
Caust.v2_004251	12	38	13	52	38	17	11	29	29	31	37	59
Caust.v2_004252	20	12	10	29	15	11	8	15	7	6	14	18
Caust.v2_004253	234.365	228.852	193.552	389.566	213.781	127.574	132.855	215.398	213.434	166.106	223.128	117.006
Caust.v2_004254	56.6351	87.148	47.448	60.4339	62.2192	57.4262	22.1446	37.6018	63.5655	20.8937	62.8721	22.9942
Caust.v2_004255	214	219	263	305	205	201	250	160	332	212	240	233
Caust.v2_004256	145	162	188	166	193	163	152	228	200	153	166	208
Caust.v2_004257	2084	2115	1954	2500	2243	1956	1874	2558	2289	2029	2145	2660
Caust.v2_004258	38	20.7108	20.8145	27.5011	27.5187	13.7788	6.91199	29	47	31	34	38
Caust.v2_004259	80	47	39	46	42	42	53	63	69	53	45	37
Caust.v2_004260	880	438	727	630	484	733	807	943	667	708	534	967
Caust.v2_004261	11186	7572	8223	12192	14775	7462	8324	10212	6656	8069	8203	10420
Caust.v2_004263	0	0	0	0	5	4	1	2	2	2	2	1
Caust.v2_004264	699	696	779	823	762	599	539	751	639	645	788	527
Caust.v2_004265	351	232	243	211	232	300	293	593.619	204	211	252	385.631
Caust.v2_004266	1098.001	2609	661	1908	1830	2312.001	658	587	2868.999	1436.999	1014.999	704.999
Caust.v2_004267	1353	1382	1640	1659	1497	1374	1462	1965	1980	1165	1566	2167
Caust.v2_004268	1996	2564	1723	2585	2077	1691	1355	1997	2006	1749	1990	2132
Caust.v2_004269	15	42.00001	22.999966	41.99998	20	34.0000497	14	18.99999	119	29.000016	79.99996	17.00003
Caust.v2_004271	25	22	90	188	124	62	0	9	136	51	64	5
Caust.v2_004272	62	12	83	79	84	35	1	15	62	44	47	2
Caust.v2_004273	71	14	30	51	20	17	14	44	20	21	58	53
Caust.v2_004274	788	660	801	1069	623	822	871	1095	776	775	800	1121
Caust.v2_004275	260.0001	1070.001	716.001	1797	653.001	1677	771	1107.999	2535	2145	821.001	314.001
Caust.v2_004277	2469	3438.99	2670.999	3558	3038.01	2831.001	1665	3210	3180	2444.001	2859	1713.999
Caust.v2_004278	1188	1074	1248	1547	1079	948	976	1143	1023	751	916	930
Caust.v2_004279	1586	1331	1506	1777	1742	1531	2421	2925	1385	1322	1354	3150
Caust.v2_004280	468	273	423	342	265	380	354	469	338	274	280	418
Caust.v2_004281	306	135	225	183	131	245	249	306	216	180	153	231
Caust.v2_004282	9	20	6	21	11.000034582	12.99998	12	5	22	16	15	6
Caust.v2_004283	78	629	79	139	84	49	43	77	82	136	112	35
Caust.v2_004284	16	17	9	17	6	9	5	4	21	10	12	2
Caust.v2_004285	1052.6	1641	1138.79	2799.47	1823.18	1231.65	778.457	1633.39	2017.29	1425.84	1851.15	655.999
Caust.v2_004288	655	412	575	570	384	527	743	760	473	420	483	1234
Caust.v2_004289	898	1675	894	1463	1009	909	1106	1271	1221	806	1675	1257
Caust.v2_004290	1250	758	891	1040	747	958	1179	1385	808	740	786	1738
Caust.v2_004291	2322.99962	989	1680.99836	1541.00466	806.99962	2164.0046	3814.9972	3143.0034	1343.99964	1400.99772	1336.99992	4383.00444
Caust.v2_004292	36	6	17	62	25	29	54	70	41	30	15	38
Caust.v2_004294	0	0	0	1	0	0	1	0	0	3	1	0
Caust.v2_004295	47	38	23	97	62	42	42	77	54	28	39	55
Caust.v2_004296	171	89	103	110	72	133	197	204	94	85	86	208
Caust.v2_004297	606.999	410.001	497.001	456.999	375	555.999	492	710.001	572.001	375.999	378.999	651.999
Caust.v2_004298	2480	3373	2918	3446	1587	2133	2559	3010	2625	3131	3209	2738
Caust.v2_004299	1113.001	1057	803	1018	766.999	748	1124.001	1129.001	747	583	836	1629
Caust.v2_004300	465	263	356	292	191	336	430	465	284	224	247	1003
Caust.v2_004301	179	195	126	289	267	192	155	208	190	123	138	263
Caust.v2_004302	392	417	314	648	655	464	334	459	447	283	340	542
Caust.v2_004303	318	447	383	712	706	391	262	357	420	279	326	286
Caust.v2_004304	1011.00000001409	1175.00034428	974.00167	1494.00000451864	908.99952	1086.99923004	1044.0007306	1304.00155095	1269.0000121551	810.99987	1163.00047018538	1195.00102007373
Caust.v2_004306	211	103	115	95	49	114	104	132	85	91	87	92
Caust.v2_004310	5	2	2	1	0	3	3	7	4	2	1	0
Caust.v2_004311	14	3	3	1	0	3	8	1	1	3	7	1
Caust.v2_004313	20	7	4	14	4	21	14	8	8	5	0	6
Caust.v2_004316	472.48	241.082	294.427	353	316.48	506.352	292.875	282.607	540.107	251	53.2844	92.0816
Caust.v2_004317	183	150	173	168	169	107	95	158	93	171	140	107
Caust.v2_004319	1177	575	913	739	660	849	898	1063	668	757	600	978
Caust.v2_004320	24	11	15	15	17	7	7	11	10	14	9	4
Caust.v2_004321	28	12	32	10	17	25	16	10	25	10	21	14
Caust.v2_004326	0	0	0	0	0.751592	0	0	0.825851	0	0	0	0
Caust.v2_004327	0	0	0	0	0	0	0	0	0	5.69559	0	2.86984
Caust.v2_004328	80.1562	216.615	222.085	152.22	122.55	276.748	396.943	181.078	205.978	195.163	102.789	413.551
Caust.v2_004330	186	120	175	95	93	136	128	133	136	116	76	120
Caust.v2_004332	229	171	280	224	209	261	326	327	193	210	196	441
Caust.v2_004333	8	1	3	7	0	2	1	6	3	2	9	8
Caust.v2_004334	112	50	59	85	49	88	98	116	95	55	93	131
Caust.v2_004335	1685	944	1241	1512	790	1498	2434	2503	984	1040	1209	3898
Caust.v2_004336	2251	1151	1612	1815	998	1938	2901	3019	1224	1300	1587	3683
Caust.v2_004337	2090	1360	1496	1828	1328	1544	1648	2179	1597	1504	1436	1974
Caust.v2_004338	4088	2264	3650	3666	2466	3492	5449	6862	2967	2786	3392	9522
Caust.v2_004339	18	48	38	48	25	33	60	39	64	32	30	29
Caust.v2_004340	2728	2233	2589	2759	1938	1978	1851	2401	2240	1880	1826	2692
Caust.v2_004341	1373	928	1229	1036	796	1127	1343	1365	984	879	868	1793
Caust.v2_004342	1052	1180	881	1179	927	974	759	791	1186	796	1136	693
Caust.v2_004343	1066	1289	1098	2073	1029	1087	1384	1462	1078	956	1172	2339
Caust.v2_004344	323	462	323	464	271	264	358	424	353	297	306	299
Caust.v2_004345	68	48	70	69	51	43	16	51	65	38	49	33
Caust.v2_004346	49	45	78	72	21	37	22	19	34	32	41	40
Caust.v2_004347	46	19	31	36	10	22	9	17	22	24	32	7
Caust.v2_004348	29	9	17	16	21	14	13	11	18	11	13	12
Caust.v2_004349	754	565	677	428	478	634	613	1569	450	760	457	494
Caust.v2_004350	1014	791	897	1067	683	869	1086	1457	779	821	992	2269
Caust.v2_004351	604	421	497	474	354	566	656	716	457	453	393	854
Caust.v2_004352	753	522	620	611	512	521	569	700	478	464	586	630
Caust.v2_004353	2441	864	1505	1623	658	2565	4473	4062	1264	1767	1523	5486
Caust.v2_004354	281	171	239	304	145	262	306	352	206	221	194	298
Caust.v2_004355	1643	3281	1974	3599	2069	1805	2350	2831	2272	1791	2453	2182
Caust.v2_004356	833	567	623	687	596	498	395	592	604	522	408	477
Caust.v2_004357	35	16	28	22	16	34	45	38	28	36	17	45
Caust.v2_004358	60	45	54	37	40	48	28	30	53	46	38	38
Caust.v2_004360	448	783	639	782	779	329	320	423	361	412	402	327
Caust.v2_004362	611	690	494	743	785	559	534	1073	880	615	750	624
Caust.v2_004363	1059	643	980	882	760	965	1162	1245	927	855	877	1292
Caust.v2_004364	2276.92	2113	2263.98	2185	2226	2536	1978	2895	2490	1892	1749	2748
Caust.v2_004365	30.0809	35	14.0192	52	69	38	18	26	30	23	37	19
Caust.v2_004366	826.9996	793	508.0004	997	884	689.0004	548.9994	804.0006	602.9995	544.0007	597.0002	683.9992
Caust.v2_004367	64	73	85	77	108	28	62	195	55	50	70	81
Caust.v2_004368	560	662	664	1295	692	685	674	1101	884	836	756	814
Caust.v2_004369	301	236	331	228	179	267	204	283	276	150	184	276
Caust.v2_004370	655	440	550	555	435	629	632	752	584	522	469	806
Caust.v2_004371	7.41742	6.70799	7.94384	2.87762	7.31828	12	5.04052	7.48843	0	3.35763	1.08487	6.66943
Caust.v2_004372	17	20	13	8	16	13	20	10	15	5	27	13
Caust.v2_004373	531	382	418	419	298	445	467	585	408	401	267	429
Caust.v2_004374	2491	2348	2611	2863	2288	2141	2348	3099	2242	2074	2488	3071
Caust.v2_004375	2105	2312	1791	2790	1923	2076	1924	2675	2017	1839	1734	2774
Caust.v2_004376	289	202	211	202	192	172	233	239	181	153	199	273
Caust.v2_004377	448	359	430	352	295	374	519	477	354	346	338	703
Caust.v2_004378	871	561	734	721	494	815	1384	1154	823	585	766	1788
Caust.v2_004380	0	0	5	1	0	0	1	1	1	0	0	0
Caust.v2_004381	7	6.10122	7.12937	7.51069	7	4	2	0	3	7.61342	1.18034	0
Caust.v2_004382	13.5234	38.5883	19.9494	26.4893	22.1426	7.46193	4	13.8082	26.449	17.5325	19.8197	16.1132
Caust.v2_004383	4.47657	6.31052	6.92127	0	6.5875	6.53807	1	1.19179	6.14554	2.85413	6	6.7774
Caust.v2_004390	46.644	45.7306	28.5553	76.817	33.0138	28.0123	47.4279	51.9667	42.394	24.2545	48.1896	62.7553
Caust.v2_004391	1574.001	828.999	1148.001	1148.001	801	1437.999	1538.001	1958.001	923.001	1086	1005.999	2081.001
Caust.v2_004392	2413	1806	1807	2635	1827	2071	1959	2995	2079	1841	1800	2988
Caust.v2_004393	5270	4933	5421	6906	4716	5030	5067	6344	4677	4866	4674	7451
Caust.v2_004394	1126	1140	1227	1242	892	1004	1053	1194	895	933	1028	1146
Caust.v2_004395	1098	692	1092	854	721	961	954	1147	944	843	746	1173
Caust.v2_004396	1942	1372	1665	1825	1502	1830	1582	2189	1579	1561	1597	2049
Caust.v2_004397	615	400	551	472	309	555	667	768	294	523	438	885
Caust.v2_004398	404	981	530	865	565	365	597	696	670	498	699	575
Caust.v2_004401	2071.88	2863.64	1599.28	3270.74	3472.64	1625.76	1234.73	1713.14	1790.54	1592.24	1571.89	1347.87
Caust.v2_004402	361.118	296.36	316.724	395.261	491.36	337.241	156.272	203.862	332.456	164.757	260.114	124.132
Caust.v2_004403	32	17	37	30	29	39	26	32	42	10	27	17
Caust.v2_004404	3094.998	3532.002	2267	4291.002	2197	2587.002	3296	3461	2070.002	3072	2087.002	5014
Caust.v2_004405	599	621	569	584	516	505	494	608	431	488	503	584
Caust.v2_004406	2009	1154	1688	1759	1226	1525	1622	1797	1294	1518	1035	1568
Caust.v2_004407	1855	1224	1424	1673	1081	1537	1955	2105	1259	1327	1431	2684
Caust.v2_004408	1486	1010	1230	1576	936	1454	1718	1900	1061	1210	1088	1860
Caust.v2_004409	1785	1194	1455	1524	1169	1442	1902	1993	1312	1234	1349	2488
Caust.v2_004412	675	233	345	355	219	448	307	414	436	270	223	246
Caust.v2_004417	2655	2907	2954	3403	2093	4451	617	1214	4867	2889	2792	671
Caust.v2_004418	0	1	0	0	0	0	0	0	0	0	2	0
Caust.v2_004419	226	154	183	192	147	177	132	177	141	142	144	121
Caust.v2_004420	724	605	783	783	685	703	686	887	585	566	621	909
Caust.v2_004421	15	10	19	9	26	24	14	30	8	15	7	16
Caust.v2_004422	474	438	464	479	389	321	263	318	373	322	282	359
Caust.v2_004423	547	365	415	574	438	541	451	640	446	408	429	863
Caust.v2_004424	793	567	487	769	528	697	749	955	615	648	533	1164
Caust.v2_004429	440	183	252	361	189	514	679	833	285	419	316	1128
Caust.v2_004430	1288	537	875	564	326	1130	1355	1279	644	598	461	1688
Caust.v2_004431	3142	702	1996	2434	754	3046	6775	5596	1444	2310	1537	15064
Caust.v2_004434	68	157	79	163	116	98	45	72	135	59	107	38
Caust.v2_004435	319	286	357	352	271	362	121	284	376	355	297	210
Caust.v2_004436	1309.18	174.908	2062.04	297.756	21.2774	126.116	563.232	410.311	211.792	337.295	727.908	1142.28
Caust.v2_004437	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_004439	7088.18	4762.8	10137.8	5882.97	11504.1	2748.58	4918.46	8224.71	4498.64	4686.34	4323.62	2439.4
Caust.v2_004440	1802	1817	1347	2122	1395	1478	1188	1302	1763	1415	1726	1373
Caust.v2_004447	9980	9228	10095	9543	7995	7364	5692	7621	6635	7271	6785	7518
Caust.v2_004448	798	525	751	717	504	822	1001	1158	562	645	595	1222
Caust.v2_004449	1243	822	977	911	795	978	880	1192	1031	848	782	1015
Caust.v2_004450	438	247	367	359	255	510	598	613	358	326	364	669
Caust.v2_004451	2160	1998	2302	1906	1593	2375	2099	2461	2290	1831	2288	2485
Caust.v2_004452	312	218	226	268	172	203	192	269	202	189	240	249
Caust.v2_004456	1304.9991	1029.00012	902.00082	1529.9991	1015.99899	1035.0001	953.0006	1342.9988	1142.00043	876.9994	1043.00003	1381.00066
Caust.v2_004457	1130.53	588.462	832.27	883.784	465.563	833.105	1102.32	1067.78	662.684	760.611	715.591	1635.57
Caust.v2_004458	928	540	943	849	581	839	801	1164	724	645	692	736
